"Species","mass_gm","source"
"Sephanoides fernandensis",8.72,"combined: BirdLife, eBird, BirdTree"
"Sephanoides sephaniodes",5.18,"combined: BirdLife, eBird, BirdTree"
"Sericornis arfakianus",8.7,"combined: BirdLife, eBird, BirdTree"
"Sericornis beccarii",11.8866666666667,"combined: BirdLife, eBird, BirdTree"
"Sericornis citreogularis",17.6,"combined: BirdLife, eBird, BirdTree"
"Sericornis frontalis",13.22,"combined: BirdLife, eBird, BirdTree"
"Sericornis humilis",18.2666666666667,"combined: BirdLife, eBird, BirdTree"
"Sericornis keri",11.3866666666667,"combined: BirdLife, eBird, BirdTree"
"Sericornis magnirostra",9.8,"combined: BirdLife, eBird, BirdTree"
"Sericornis nouhuysi",17.1,"combined: BirdLife, eBird, BirdTree"
"Sericornis papuensis",11.2,"combined: BirdLife, eBird, BirdTree"
"Sericornis perspicillatus",9,"combined: BirdLife, eBird, BirdTree"
"Sericornis rufescens",8.5,"combined: BirdLife, eBird, BirdTree"
"Sericornis spilodera",11.7,"combined: BirdLife, eBird, BirdTree"
"Sericornis virgatus",14.75,"combined: BirdLife, eBird, BirdTree"
"Sericossypha albocristata",114,"combined: BirdLife, eBird, BirdTree"
"Sericulus ardens",130,"combined: BirdLife, eBird, BirdTree"
"Sericulus aureus",172,"combined: BirdLife, eBird, BirdTree"
"Sericulus bakeri",176.473333333333,"combined: BirdLife, eBird, BirdTree"
"Sericulus chrysocephalus",99.4933333333333,"combined: BirdLife, eBird, BirdTree"
"Serilophus lunatus",34,"combined: BirdLife, eBird, BirdTree"
"Serilophus rubropygius",34,"combined: BirdLife, eBird, BirdTree"
"Serinus alario",12.2,"combined: BirdLife, eBird, BirdTree"
"Serinus albogularis",27.1,"combined: BirdLife, eBird, BirdTree"
"Serinus ankoberensis",14.9,"combined: BirdLife, eBird, BirdTree"
"Serinus atrogularis",11.4,"combined: BirdLife, eBird, BirdTree"
"Serinus buchanani",24,"combined: BirdLife, eBird, BirdTree"
"Serinus burtoni",30.5,"combined: BirdLife, eBird, BirdTree"
"Serinus canaria",24.3,"combined: BirdLife, eBird, BirdTree"
"Serinus canicollis",15.2,"combined: BirdLife, eBird, BirdTree"
"Serinus capistratus",13.6,"combined: BirdLife, eBird, BirdTree"
"Serinus citrinelloides",12.99,"combined: BirdLife, eBird, BirdTree"
"Serinus citrinipectus",11.2,"combined: BirdLife, eBird, BirdTree"
"Serinus donaldsoni",24,"combined: BirdLife, eBird, BirdTree"
"Serinus dorsostriatus",15.13,"combined: BirdLife, eBird, BirdTree"
"Serinus estherae",12,"combined: BirdLife, eBird, BirdTree"
"Serinus flavigula",11.8,"combined: BirdLife, eBird, BirdTree"
"Serinus flaviventris",16.2,"combined: BirdLife, eBird, BirdTree"
"Serinus flavivertex",14,"combined: BirdLife, eBird, BirdTree"
"Serinus frontalis",12.3,"combined: BirdLife, eBird, BirdTree"
"Serinus gularis",16,"combined: BirdLife, eBird, BirdTree"
"Serinus hypostictus",13,"combined: BirdLife, eBird, BirdTree"
"Serinus koliensis",13.6,"combined: BirdLife, eBird, BirdTree"
"Serinus leucopterus",22.1,"combined: BirdLife, eBird, BirdTree"
"Serinus leucopygius",10.8,"combined: BirdLife, eBird, BirdTree"
"Serinus melanochrous",30.5,"combined: BirdLife, eBird, BirdTree"
"Serinus menachensis",22.4,"combined: BirdLife, eBird, BirdTree"
"Serinus mennelli",15.39,"combined: BirdLife, eBird, BirdTree"
"Serinus mozambicus",11.87,"combined: BirdLife, eBird, BirdTree"
"Serinus nigriceps",15.38,"combined: BirdLife, eBird, BirdTree"
"Serinus pusillus",11.5266666666667,"combined: BirdLife, eBird, BirdTree"
"Serinus reichardi",15.42,"combined: BirdLife, eBird, BirdTree"
"Serinus rothschildi",14,"combined: BirdLife, eBird, BirdTree"
"Serinus rufobrunneus",25.9,"combined: BirdLife, eBird, BirdTree"
"Serinus scotops",14.2,"combined: BirdLife, eBird, BirdTree"
"Serinus serinus",11.2,"combined: BirdLife, eBird, BirdTree"
"Serinus striolatus",22.4,"combined: BirdLife, eBird, BirdTree"
"Serinus sulphuratus",27.9,"combined: BirdLife, eBird, BirdTree"
"Serinus symonsi",15.8,"combined: BirdLife, eBird, BirdTree"
"Serinus syriacus",11.7,"combined: BirdLife, eBird, BirdTree"
"Serinus thibetanus",10.48,"combined: BirdLife, eBird, BirdTree"
"Serinus totta",13.4,"combined: BirdLife, eBird, BirdTree"
"Serinus tristriatus",15.5,"combined: BirdLife, eBird, BirdTree"
"Serinus whytii",22.4,"combined: BirdLife, eBird, BirdTree"
"Serinus xantholaemus",11.8,"combined: BirdLife, eBird, BirdTree"
"Serinus xanthopygius",15.4,"combined: BirdLife, eBird, BirdTree"
"Serpophaga cinerea",8.3,"combined: BirdLife, eBird, BirdTree"
"Serpophaga griseicapilla",6.6,"combined: BirdLife, eBird, BirdTree"
"Serpophaga hypoleuca",6.08,"combined: BirdLife, eBird, BirdTree"
"Serpophaga munda",6,"combined: BirdLife, eBird, BirdTree"
"Serpophaga nigricans",8.5,"combined: BirdLife, eBird, BirdTree"
"Serpophaga subcristata",6.6,"combined: BirdLife, eBird, BirdTree"
"Setopagis heterura",37,"combined: BirdLife, eBird, BirdTree"
"Setopagis maculosa",47,"combined: BirdLife, eBird, BirdTree"
"Setopagis parvula",37,"combined: BirdLife, eBird, BirdTree"
"Setopagis whitelyi",47,"combined: BirdLife, eBird, BirdTree"
"Setophaga adelaidae",6.92,"combined: BirdLife, eBird, BirdTree"
"Setophaga americana",7.82,"combined: BirdLife, eBird, BirdTree"
"Setophaga angelae",7.7,"combined: BirdLife, eBird, BirdTree"
"Setophaga auduboni",11.94,"combined: BirdLife, eBird, BirdTree"
"Setophaga caerulescens",10.12,"combined: BirdLife, eBird, BirdTree"
"Setophaga castanea",11.8,"combined: BirdLife, eBird, BirdTree"
"Setophaga cerulea",9.02,"combined: BirdLife, eBird, BirdTree"
"Setophaga chrysoparia",9.9,"combined: BirdLife, eBird, BirdTree"
"Setophaga citrina",10.52,"combined: BirdLife, eBird, BirdTree"
"Setophaga coronata",11.92,"combined: BirdLife, eBird, BirdTree"
"Setophaga delicata",7.4,"combined: BirdLife, eBird, BirdTree"
"Setophaga discolor",7.62,"combined: BirdLife, eBird, BirdTree"
"Setophaga dominica",9.695,"combined: BirdLife, eBird, BirdTree"
"Setophaga flavescens",9,"combined: BirdLife, eBird, BirdTree"
"Setophaga fusca",9.72,"combined: BirdLife, eBird, BirdTree"
"Setophaga graciae",8.1,"combined: BirdLife, eBird, BirdTree"
"Setophaga graysoni",6.82,"combined: BirdLife, eBird, BirdTree"
"Setophaga kirtlandii",13.92,"combined: BirdLife, eBird, BirdTree"
"Setophaga magnolia",8.12,"combined: BirdLife, eBird, BirdTree"
"Setophaga nigrescens",8.7,"combined: BirdLife, eBird, BirdTree"
"Setophaga occidentalis",10.4,"combined: BirdLife, eBird, BirdTree"
"Setophaga palmarum",10.3,"combined: BirdLife, eBird, BirdTree"
"Setophaga pensylvanica",9.295,"combined: BirdLife, eBird, BirdTree"
"Setophaga petechia",10.21,"combined: BirdLife, eBird, BirdTree"
"Setophaga pharetra",9.9,"combined: BirdLife, eBird, BirdTree"
"Setophaga pinus",11.795,"combined: BirdLife, eBird, BirdTree"
"Setophaga pitiayumi",6.81,"combined: BirdLife, eBird, BirdTree"
"Setophaga pityophila",8,"combined: BirdLife, eBird, BirdTree"
"Setophaga plumbea",10.1,"combined: BirdLife, eBird, BirdTree"
"Setophaga ruticilla",8.22666666666667,"combined: BirdLife, eBird, BirdTree"
"Setophaga striata",11.82,"combined: BirdLife, eBird, BirdTree"
"Setophaga subita",7.6,"combined: BirdLife, eBird, BirdTree"
"Setophaga tigrina",10.02,"combined: BirdLife, eBird, BirdTree"
"Setophaga townsendi",8.82,"combined: BirdLife, eBird, BirdTree"
"Setophaga virens",8.695,"combined: BirdLife, eBird, BirdTree"
"Setophaga vitellina",6.7,"combined: BirdLife, eBird, BirdTree"
"Setornis criniger",29.5,"combined: BirdLife, eBird, BirdTree"
"Sheppardia aequatorialis",16.8,"combined: BirdLife, eBird, BirdTree"
"Sheppardia aurantiithorax",18.4,"combined: BirdLife, eBird, BirdTree"
"Sheppardia bocagei",18.3,"combined: BirdLife, eBird, BirdTree"
"Sheppardia cyornithopsis",18.3733333333333,"combined: BirdLife, eBird, BirdTree"
"Sheppardia gabela",11,"combined: BirdLife, eBird, BirdTree"
"Sheppardia gunningi",17.32,"combined: BirdLife, eBird, BirdTree"
"Sheppardia lowei",18.4,"combined: BirdLife, eBird, BirdTree"
"Sheppardia montana",21.8,"combined: BirdLife, eBird, BirdTree"
"Sheppardia poensis",18.3,"combined: BirdLife, eBird, BirdTree"
"Sheppardia polioptera",18.71,"combined: BirdLife, eBird, BirdTree"
"Sheppardia sharpei",14.7,"combined: BirdLife, eBird, BirdTree"
"Sholicola albiventris",38.48,"combined: BirdLife, eBird, BirdTree"
"Sholicola major",38.48,"combined: BirdLife, eBird, BirdTree"
"Sialia currucoides",29.6,"combined: BirdLife, eBird, BirdTree"
"Sialia mexicana",26.4266666666667,"combined: BirdLife, eBird, BirdTree"
"Sialia sialis",27.5,"combined: BirdLife, eBird, BirdTree"
"Sibia morrisoniana",23.97,"combined: BirdLife, eBird, BirdTree"
"Sibia nipalensis",43.87,"combined: BirdLife, eBird, BirdTree"
"Sibia souliei",39.34,"combined: BirdLife, eBird, BirdTree"
"Sibia waldeni",46.73,"combined: BirdLife, eBird, BirdTree"
"Sibirionetta formosa",433.99,"combined: BirdLife, eBird, BirdTree"
"Sicalis auriventris",55,"combined: BirdLife, eBird, BirdTree"
"Sicalis citrina",11.6,"combined: BirdLife, eBird, BirdTree"
"Sicalis columbiana",13.4,"combined: BirdLife, eBird, BirdTree"
"Sicalis flaveola",16.8933333333333,"combined: BirdLife, eBird, BirdTree"
"Sicalis lebruni",25.3,"combined: BirdLife, eBird, BirdTree"
"Sicalis lutea",16.3,"combined: BirdLife, eBird, BirdTree"
"Sicalis luteocephala",16.2666666666667,"combined: BirdLife, eBird, BirdTree"
"Sicalis luteola",15.9,"combined: BirdLife, eBird, BirdTree"
"Sicalis mendozae",18.1,"combined: BirdLife, eBird, BirdTree"
"Sicalis olivascens",21.8,"combined: BirdLife, eBird, BirdTree"
"Sicalis raimondii",15.8,"combined: BirdLife, eBird, BirdTree"
"Sicalis taczanowskii",7.99333333333333,"combined: BirdLife, eBird, BirdTree"
"Sicalis uropigyalis",22.5,"combined: BirdLife, eBird, BirdTree"
"Sicalis uropygialis",22.5,"combined: BirdLife, eBird, BirdTree"
"Sigelus silens",25.7,"combined: BirdLife, eBird, BirdTree"
"Silvicultrix diadema",11.5,"combined: BirdLife, eBird, BirdTree"
"Silvicultrix frontalis",9.99,"combined: BirdLife, eBird, BirdTree"
"Silvicultrix jelskii",11.6,"combined: BirdLife, eBird, BirdTree"
"Silvicultrix pulchella",12,"combined: BirdLife, eBird, BirdTree"
"Simoxenops striatus",41.6,"combined: BirdLife, eBird, BirdTree"
"Simoxenops ucayalae",49.8,"combined: BirdLife, eBird, BirdTree"
"Sinosuthora alphonsiana",10.5,"combined: BirdLife, eBird, BirdTree"
"Sinosuthora brunnea",9.25,"combined: BirdLife, eBird, BirdTree"
"Sinosuthora conspicillata",8.5,"combined: BirdLife, eBird, BirdTree"
"Sinosuthora przewalskii",8.5,"combined: BirdLife, eBird, BirdTree"
"Sinosuthora ricketti",9.25,"combined: BirdLife, eBird, BirdTree"
"Sinosuthora webbiana",10.9,"combined: BirdLife, eBird, BirdTree"
"Sinosuthora zappeyi",9.5,"combined: BirdLife, eBird, BirdTree"
"Siphonorhis americana",37,"combined: BirdLife, eBird, BirdTree"
"Siphonorhis brewsteri",37,"combined: BirdLife, eBird, BirdTree"
"Sipia berlepschi",25.6,"combined: BirdLife, eBird, BirdTree"
"Sipia laemosticta",25,"combined: BirdLife, eBird, BirdTree"
"Sipia nigricauda",24,"combined: BirdLife, eBird, BirdTree"
"Sipia palliata",25,"combined: BirdLife, eBird, BirdTree"
"Sipodotus wallacii",7.7,"combined: BirdLife, eBird, BirdTree"
"Siptornis striaticollis",13,"combined: BirdLife, eBird, BirdTree"
"Siptornopsis hypochondriaca",24.45,"combined: BirdLife, eBird, BirdTree"
"Sirystes albocinereus",38,"combined: BirdLife, eBird, BirdTree"
"Sirystes albogriseus",34,"combined: BirdLife, eBird, BirdTree"
"Sirystes sibilator",32.3,"combined: BirdLife, eBird, BirdTree"
"Sirystes subcanescens",34,"combined: BirdLife, eBird, BirdTree"
"Sitta arctica",21.2,"combined: BirdLife, eBird, BirdTree"
"Sitta azurea",16.28,"combined: BirdLife, eBird, BirdTree"
"Sitta canadensis",9.8,"combined: BirdLife, eBird, BirdTree"
"Sitta carolinensis",21,"combined: BirdLife, eBird, BirdTree"
"Sitta cashmirensis",19,"combined: BirdLife, eBird, BirdTree"
"Sitta castanea",19.6133333333333,"combined: BirdLife, eBird, BirdTree"
"Sitta cinnamoventris",19.61,"combined: BirdLife, eBird, BirdTree"
"Sitta europaea",20.38,"combined: BirdLife, eBird, BirdTree"
"Sitta formosa",21,"combined: BirdLife, eBird, BirdTree"
"Sitta frontalis",16.5,"combined: BirdLife, eBird, BirdTree"
"Sitta himalayensis",14.2866666666667,"combined: BirdLife, eBird, BirdTree"
"Sitta insularis",10.2,"combined: BirdLife, eBird, BirdTree"
"Sitta krueperi",12.4,"combined: BirdLife, eBird, BirdTree"
"Sitta ledanti",17.2,"combined: BirdLife, eBird, BirdTree"
"Sitta leucopsis",14.78,"combined: BirdLife, eBird, BirdTree"
"Sitta magna",41.12,"combined: BirdLife, eBird, BirdTree"
"Sitta nagaensis",14.7,"combined: BirdLife, eBird, BirdTree"
"Sitta neglecta",19.61,"combined: BirdLife, eBird, BirdTree"
"Sitta neumayer",26.5,"combined: BirdLife, eBird, BirdTree"
"Sitta oenochlamys",16.4,"combined: BirdLife, eBird, BirdTree"
"Sitta przewalskii",14.785,"combined: BirdLife, eBird, BirdTree"
"Sitta pusilla",10.2,"combined: BirdLife, eBird, BirdTree"
"Sitta pygmaea",10.6,"combined: BirdLife, eBird, BirdTree"
"Sitta solangiae",14.9733333333333,"combined: BirdLife, eBird, BirdTree"
"Sitta tephronota",35.2,"combined: BirdLife, eBird, BirdTree"
"Sitta victoriae",14.3,"combined: BirdLife, eBird, BirdTree"
"Sitta villosa",9.38666666666667,"combined: BirdLife, eBird, BirdTree"
"Sitta whiteheadi",11.8,"combined: BirdLife, eBird, BirdTree"
"Sitta yunnanensis",9.88,"combined: BirdLife, eBird, BirdTree"
"Sittasomus griseicapillus",13.1133333333333,"combined: BirdLife, eBird, BirdTree"
"Sittasomus griseus",13.12,"combined: BirdLife, eBird, BirdTree"
"Sittiparus castaneoventris",17,"combined: BirdLife, eBird, BirdTree"
"Sittiparus olivaceus",17,"combined: BirdLife, eBird, BirdTree"
"Sittiparus owstoni",17,"combined: BirdLife, eBird, BirdTree"
"Sittiparus semilarvatus",18,"combined: BirdLife, eBird, BirdTree"
"Sittiparus varius",17,"combined: BirdLife, eBird, BirdTree"
"Siva cyanouroptera",17,"combined: BirdLife, eBird, BirdTree"
"Skutchia borbae",50,"combined: BirdLife, eBird, BirdTree"
"Smicrornis brevirostris",5.3,"combined: BirdLife, eBird, BirdTree"
"Smithornis capensis",23.2,"combined: BirdLife, eBird, BirdTree"
"Smithornis rufolateralis",19.0266666666667,"combined: BirdLife, eBird, BirdTree"
"Smithornis sharpei",37.5,"combined: BirdLife, eBird, BirdTree"
"Smutsornis africanus",87.5,"combined: BirdLife, eBird, BirdTree"
"Snowornis cryptolophus",73.6,"combined: BirdLife, eBird, BirdTree"
"Snowornis subalaris",81.2,"combined: BirdLife, eBird, BirdTree"
"Somateria fischeri",1557.17333333333,"combined: BirdLife, eBird, BirdTree"
"Somateria mollissima",2060.92,"combined: BirdLife, eBird, BirdTree"
"Somateria spectabilis",1616.70666666667,"combined: BirdLife, eBird, BirdTree"
"Spartonoica maluroides",11,"combined: BirdLife, eBird, BirdTree"
"Spatula clypeata",612.58,"combined: BirdLife, eBird, BirdTree"
"Spatula cyanoptera",377.475,"combined: BirdLife, eBird, BirdTree"
"Spatula discors",359.42,"combined: BirdLife, eBird, BirdTree"
"Spatula hottentota",276.38,"combined: BirdLife, eBird, BirdTree"
"Spatula platalea",465.415,"combined: BirdLife, eBird, BirdTree"
"Spatula puna",595.205,"combined: BirdLife, eBird, BirdTree"
"Spatula querquedula",325.6,"combined: BirdLife, eBird, BirdTree"
"Spatula rhynchotis",638.98,"combined: BirdLife, eBird, BirdTree"
"Spatula smithii",591.48,"combined: BirdLife, eBird, BirdTree"
"Spatula versicolor",595.205,"combined: BirdLife, eBird, BirdTree"
"Speculanas specularis",1496.08,"combined: BirdLife, eBird, BirdTree"
"Speculipastor bicolor",64.1733333333333,"combined: BirdLife, eBird, BirdTree"
"Speirops brunneus",16.1,"combined: BirdLife, eBird, BirdTree"
"Speirops leucophoeus",14.8,"combined: BirdLife, eBird, BirdTree"
"Speirops lugubris",14.8,"combined: BirdLife, eBird, BirdTree"
"Speirops melanocephalus",10.9,"combined: BirdLife, eBird, BirdTree"
"Spelaeornis badeigularis",6,"combined: BirdLife, eBird, BirdTree"
"Spelaeornis caudatus",11,"combined: BirdLife, eBird, BirdTree"
"Spelaeornis chocolatinus",11.82,"combined: BirdLife, eBird, BirdTree"
"Spelaeornis formosus",5,"combined: BirdLife, eBird, BirdTree"
"Spelaeornis kinneari",11.82,"combined: BirdLife, eBird, BirdTree"
"Spelaeornis longicaudatus",12,"combined: BirdLife, eBird, BirdTree"
"Spelaeornis oatesi",11.82,"combined: BirdLife, eBird, BirdTree"
"Spelaeornis reptatus",11.82,"combined: BirdLife, eBird, BirdTree"
"Spelaeornis troglodytoides",7,"combined: BirdLife, eBird, BirdTree"
"Spermestes bicolor",9.9,"combined: BirdLife, eBird, BirdTree"
"Spermestes cucullata",8.995,"combined: BirdLife, eBird, BirdTree"
"Spermestes fringilloides",16.8,"combined: BirdLife, eBird, BirdTree"
"Spermestes griseicapilla",15,"combined: BirdLife, eBird, BirdTree"
"Spermophaga haematina",23,"combined: BirdLife, eBird, BirdTree"
"Spermophaga poliogenys",19.8,"combined: BirdLife, eBird, BirdTree"
"Spermophaga ruficapilla",23.6,"combined: BirdLife, eBird, BirdTree"
"Sphecotheres hypoleucus",77.5,"combined: BirdLife, eBird, BirdTree"
"Sphecotheres vieilloti",121.5,"combined: BirdLife, eBird, BirdTree"
"Sphecotheres viridis",121.026666666667,"combined: BirdLife, eBird, BirdTree"
"Spheniscus demersus",3130.10666666667,"combined: BirdLife, eBird, BirdTree"
"Spheniscus humboldti",4366.39333333333,"combined: BirdLife, eBird, BirdTree"
"Spheniscus magellanicus",4105.1,"combined: BirdLife, eBird, BirdTree"
"Spheniscus mendiculus",1921.87333333333,"combined: BirdLife, eBird, BirdTree"
"Sphenocichla humei",34.1,"combined: BirdLife, eBird, BirdTree"
"Sphenocichla roberti",34.1,"combined: BirdLife, eBird, BirdTree"
"Sphenoeacus afer",30.4,"combined: BirdLife, eBird, BirdTree"
"Sphenopsis frontalis",17,"combined: BirdLife, eBird, BirdTree"
"Sphenopsis melanotis",16,"combined: BirdLife, eBird, BirdTree"
"Sphenopsis ochracea",16,"combined: BirdLife, eBird, BirdTree"
"Sphenopsis piurae",16,"combined: BirdLife, eBird, BirdTree"
"Sphyrapicus nuchalis",48.4933333333333,"combined: BirdLife, eBird, BirdTree"
"Sphyrapicus ruber",54.7933333333333,"combined: BirdLife, eBird, BirdTree"
"Sphyrapicus thyroideus",47.6,"combined: BirdLife, eBird, BirdTree"
"Sphyrapicus varius",50.3,"combined: BirdLife, eBird, BirdTree"
"Spilopelia chinensis",159,"combined: BirdLife, eBird, BirdTree"
"Spilopelia senegalensis",82.13,"combined: BirdLife, eBird, BirdTree"
"Spilopelia suratensis",159,"combined: BirdLife, eBird, BirdTree"
"Spiloptila clamans",7,"combined: BirdLife, eBird, BirdTree"
"Spiloptila rufifrons",6.5,"combined: BirdLife, eBird, BirdTree"
"Spilornis cheela",597.726666666667,"combined: BirdLife, eBird, BirdTree"
"Spilornis elgini",895,"combined: BirdLife, eBird, BirdTree"
"Spilornis holospilus",705,"combined: BirdLife, eBird, BirdTree"
"Spilornis kinabaluensis",597.7,"combined: BirdLife, eBird, BirdTree"
"Spilornis klossi",450,"combined: BirdLife, eBird, BirdTree"
"Spilornis rufipectus",705,"combined: BirdLife, eBird, BirdTree"
"Spindalis dominicensis",29.4,"combined: BirdLife, eBird, BirdTree"
"Spindalis nigricephala",45.0666666666667,"combined: BirdLife, eBird, BirdTree"
"Spindalis portoricensis",32.1133333333333,"combined: BirdLife, eBird, BirdTree"
"Spindalis zena",25.3733333333333,"combined: BirdLife, eBird, BirdTree"
"Spinus atratus",16.02,"combined: BirdLife, eBird, BirdTree"
"Spinus atriceps",13.48,"combined: BirdLife, eBird, BirdTree"
"Spinus barbatus",15.5,"combined: BirdLife, eBird, BirdTree"
"Spinus crassirostris",19,"combined: BirdLife, eBird, BirdTree"
"Spinus cucullatus",9.8,"combined: BirdLife, eBird, BirdTree"
"Spinus dominicensis",12.6,"combined: BirdLife, eBird, BirdTree"
"Spinus lawrencei",10.92,"combined: BirdLife, eBird, BirdTree"
"Spinus magellanicus",13.6,"combined: BirdLife, eBird, BirdTree"
"Spinus notatus",10.9,"combined: BirdLife, eBird, BirdTree"
"Spinus olivaceus",13.6,"combined: BirdLife, eBird, BirdTree"
"Spinus pinus",12.7,"combined: BirdLife, eBird, BirdTree"
"Spinus psaltria",8.785,"combined: BirdLife, eBird, BirdTree"
"Spinus siemiradzkii",13.6,"combined: BirdLife, eBird, BirdTree"
"Spinus spinescens",11.3,"combined: BirdLife, eBird, BirdTree"
"Spinus spinus",13.22,"combined: BirdLife, eBird, BirdTree"
"Spinus thibetanus",10.49,"combined: BirdLife, eBird, BirdTree"
"Spinus tristis",12.795,"combined: BirdLife, eBird, BirdTree"
"Spinus uropygialis",14,"combined: BirdLife, eBird, BirdTree"
"Spinus xanthogastrus",12.7,"combined: BirdLife, eBird, BirdTree"
"Spinus yarrellii",10.5,"combined: BirdLife, eBird, BirdTree"
"Spiza americana",26.1866666666667,"combined: BirdLife, eBird, BirdTree"
"Spizaetus isidori",1197.4,"combined: BirdLife, eBird, BirdTree"
"Spizaetus melanoleucus",850,"combined: BirdLife, eBird, BirdTree"
"Spizaetus ornatus",1197.4,"combined: BirdLife, eBird, BirdTree"
"Spizaetus tyrannus",1007.10666666667,"combined: BirdLife, eBird, BirdTree"
"Spizella arborea",17.83,"combined: BirdLife, eBird, BirdTree"
"Spizella atrogularis",11.3,"combined: BirdLife, eBird, BirdTree"
"Spizella breweri",10.9,"combined: BirdLife, eBird, BirdTree"
"Spizella pallida",11.2,"combined: BirdLife, eBird, BirdTree"
"Spizella passerina",12.2,"combined: BirdLife, eBird, BirdTree"
"Spizella pusilla",12.5,"combined: BirdLife, eBird, BirdTree"
"Spizella wortheni",12.3866666666667,"combined: BirdLife, eBird, BirdTree"
"Spizelloides arborea",17.8,"combined: BirdLife, eBird, BirdTree"
"Spiziapteryx circumcincta",166.226666666667,"combined: BirdLife, eBird, BirdTree"
"Spizixos canifrons",44,"combined: BirdLife, eBird, BirdTree"
"Spizixos semitorques",39,"combined: BirdLife, eBird, BirdTree"
"Spizocorys conirostris",14.3,"combined: BirdLife, eBird, BirdTree"
"Spizocorys fremantlii",23.395,"combined: BirdLife, eBird, BirdTree"
"Spizocorys fringillaris",19.1666666666667,"combined: BirdLife, eBird, BirdTree"
"Spizocorys obbiensis",13.4933333333333,"combined: BirdLife, eBird, BirdTree"
"Spizocorys personata",19.7,"combined: BirdLife, eBird, BirdTree"
"Spizocorys sclateri",19,"combined: BirdLife, eBird, BirdTree"
"Spizocorys starki",18.5,"combined: BirdLife, eBird, BirdTree"
"Spodiopsar cineraceus",83,"combined: BirdLife, eBird, BirdTree"
"Spodiopsar sericeus",65,"combined: BirdLife, eBird, BirdTree"
"Spodiornis rusticus",15.6,"combined: BirdLife, eBird, BirdTree"
"Sporathraupis cyanocephala",36,"combined: BirdLife, eBird, BirdTree"
"Sporophila albogularis",9.7,"combined: BirdLife, eBird, BirdTree"
"Sporophila americana",12,"combined: BirdLife, eBird, BirdTree"
"Sporophila angolensis",13,"combined: BirdLife, eBird, BirdTree"
"Sporophila ardesiaca",10.9,"combined: BirdLife, eBird, BirdTree"
"Sporophila atrirostris",26,"combined: BirdLife, eBird, BirdTree"
"Sporophila beltoni",12,"combined: BirdLife, eBird, BirdTree"
"Sporophila bouvreuil",8.6,"combined: BirdLife, eBird, BirdTree"
"Sporophila bouvronides",9.1,"combined: BirdLife, eBird, BirdTree"
"Sporophila caerulescens",9.72,"combined: BirdLife, eBird, BirdTree"
"Sporophila castaneiventris",7.8,"combined: BirdLife, eBird, BirdTree"
"Sporophila cinnamomea",8.9,"combined: BirdLife, eBird, BirdTree"
"Sporophila collaris",13.4933333333333,"combined: BirdLife, eBird, BirdTree"
"Sporophila corvina",10.6133333333333,"combined: BirdLife, eBird, BirdTree"
"Sporophila crassirostris",20.9,"combined: BirdLife, eBird, BirdTree"
"Sporophila falcirostris",13.5,"combined: BirdLife, eBird, BirdTree"
"Sporophila fringilloides",12.695,"combined: BirdLife, eBird, BirdTree"
"Sporophila frontalis",19.3,"combined: BirdLife, eBird, BirdTree"
"Sporophila funerea",13,"combined: BirdLife, eBird, BirdTree"
"Sporophila hypochroma",9.7,"combined: BirdLife, eBird, BirdTree"
"Sporophila hypoxantha",10.5,"combined: BirdLife, eBird, BirdTree"
"Sporophila iberaensis",8.5,"combined: BirdLife, eBird, BirdTree"
"Sporophila intermedia",12.1,"combined: BirdLife, eBird, BirdTree"
"Sporophila leucoptera",15.5,"combined: BirdLife, eBird, BirdTree"
"Sporophila lineola",9.8,"combined: BirdLife, eBird, BirdTree"
"Sporophila luctuosa",12.5,"combined: BirdLife, eBird, BirdTree"
"Sporophila maximiliani",24.6,"combined: BirdLife, eBird, BirdTree"
"Sporophila melanogaster",9.3,"combined: BirdLife, eBird, BirdTree"
"Sporophila melanops",8.6,"combined: BirdLife, eBird, BirdTree"
"Sporophila minuta",7.8,"combined: BirdLife, eBird, BirdTree"
"Sporophila morelleti",8.7,"combined: BirdLife, eBird, BirdTree"
"Sporophila murallae",10.78,"combined: BirdLife, eBird, BirdTree"
"Sporophila nigricollis",9.6,"combined: BirdLife, eBird, BirdTree"
"Sporophila nigrorufa",10.78,"combined: BirdLife, eBird, BirdTree"
"Sporophila nuttingi",24,"combined: BirdLife, eBird, BirdTree"
"Sporophila ophthalmica",10.62,"combined: BirdLife, eBird, BirdTree"
"Sporophila palustris",8.20666666666667,"combined: BirdLife, eBird, BirdTree"
"Sporophila peruviana",12.6,"combined: BirdLife, eBird, BirdTree"
"Sporophila pileata",8.6,"combined: BirdLife, eBird, BirdTree"
"Sporophila plumbea",9.7,"combined: BirdLife, eBird, BirdTree"
"Sporophila ruficollis",8.6,"combined: BirdLife, eBird, BirdTree"
"Sporophila schistacea",12.7,"combined: BirdLife, eBird, BirdTree"
"Sporophila simplex",28,"combined: BirdLife, eBird, BirdTree"
"Sporophila telasco",9.6,"combined: BirdLife, eBird, BirdTree"
"Sporophila torqueola",8.7,"combined: BirdLife, eBird, BirdTree"
"Sporopipes frontalis",17.3,"combined: BirdLife, eBird, BirdTree"
"Sporopipes squamifrons",12.3,"combined: BirdLife, eBird, BirdTree"
"Spreo albicapillus",76.75,"combined: BirdLife, eBird, BirdTree"
"Spreo bicolor",104,"combined: BirdLife, eBird, BirdTree"
"Spreo fischeri",51,"combined: BirdLife, eBird, BirdTree"
