"Species","mass_gm","source"
"Iridosornis porphyrocephalus",21.7,"combined: BirdLife, eBird, BirdTree"
"Iridosornis reinhardti",24,"combined: BirdLife, eBird, BirdTree"
"Iridosornis rufivertex",23,"combined: BirdLife, eBird, BirdTree"
"Isleria guttata",11,"combined: BirdLife, eBird, BirdTree"
"Isleria hauxwelli",10.7,"combined: BirdLife, eBird, BirdTree"
"Islerothraupis cristata",18.8,"combined: BirdLife, eBird, BirdTree"
"Islerothraupis luctuosa",13,"combined: BirdLife, eBird, BirdTree"
"Islerothraupis rufiventer",19,"combined: BirdLife, eBird, BirdTree"
"Ispidina lecontei",9.5,"combined: BirdLife, eBird, BirdTree"
"Ispidina picta",12.71,"combined: BirdLife, eBird, BirdTree"
"Ithaginis cruentus",530.68,"combined: BirdLife, eBird, BirdTree"
"Ixidia cyaniventris",22,"combined: BirdLife, eBird, BirdTree"
"Ixidia erythropthalmos",19.2,"combined: BirdLife, eBird, BirdTree"
"Ixidia squamata",22,"combined: BirdLife, eBird, BirdTree"
"Ixobrychus cinnamomeus",126.493333333333,"combined: BirdLife, eBird, BirdTree"
"Ixobrychus dubius",83.9,"combined: BirdLife, eBird, BirdTree"
"Ixobrychus eurhythmus",139,"combined: BirdLife, eBird, BirdTree"
"Ixobrychus exilis",86.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Ixobrychus flavicollis",321,"combined: BirdLife, eBird, BirdTree"
"Ixobrychus involucris",80.1,"combined: BirdLife, eBird, BirdTree"
"Ixobrychus minutus",99.4933333333333,"combined: BirdLife, eBird, BirdTree"
"Ixobrychus sinensis",94.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Ixobrychus sturmii",140,"combined: BirdLife, eBird, BirdTree"
"Ixonotus guttatus",35.2,"combined: BirdLife, eBird, BirdTree"
"Ixoreus naevius",77.5,"combined: BirdLife, eBird, BirdTree"
"Ixos amaurotis",70.89,"combined: BirdLife, eBird, BirdTree"
"Ixos everetti",58.3,"combined: BirdLife, eBird, BirdTree"
"Ixos malaccensis",37.3,"combined: BirdLife, eBird, BirdTree"
"Ixos mcclellandii",32.5,"combined: BirdLife, eBird, BirdTree"
"Ixos nicobariensis",36,"combined: BirdLife, eBird, BirdTree"
"Ixos palawanensis",26.8,"combined: BirdLife, eBird, BirdTree"
"Ixos philippinus",38.6,"combined: BirdLife, eBird, BirdTree"
"Ixos rufigularis",58.7,"combined: BirdLife, eBird, BirdTree"
"Ixos siquijorensis",38.6,"combined: BirdLife, eBird, BirdTree"
"Ixos sumatranus",32.5,"combined: BirdLife, eBird, BirdTree"
"Ixos virescens",32.5,"combined: BirdLife, eBird, BirdTree"
"Ixothraupis guttata",18.4,"combined: BirdLife, eBird, BirdTree"
"Ixothraupis punctata",15,"combined: BirdLife, eBird, BirdTree"
"Ixothraupis rufigula",19.1,"combined: BirdLife, eBird, BirdTree"
"Ixothraupis varia",10,"combined: BirdLife, eBird, BirdTree"
"Ixothraupis xanthogastra",15,"combined: BirdLife, eBird, BirdTree"
"Jabiru mycteria",5996.29333333333,"combined: BirdLife, eBird, BirdTree"
"Jabouilleia danjoui",35.5,"combined: BirdLife, eBird, BirdTree"
"Jacamaralcyon tridactyla",18.3,"combined: BirdLife, eBird, BirdTree"
"Jacamerops aureus",62.9,"combined: BirdLife, eBird, BirdTree"
"Jacana jacana",106.226666666667,"combined: BirdLife, eBird, BirdTree"
"Jacana spinosa",94,"combined: BirdLife, eBird, BirdTree"
"Jubula lettii",183,"combined: BirdLife, eBird, BirdTree"
"Junco bairdi",20.4,"combined: BirdLife, eBird, BirdTree"
"Junco hyemalis",19.5,"combined: BirdLife, eBird, BirdTree"
"Junco insularis",21.9666666666667,"combined: BirdLife, eBird, BirdTree"
"Junco phaeonotus",20.4,"combined: BirdLife, eBird, BirdTree"
"Junco vulcani",28,"combined: BirdLife, eBird, BirdTree"
"Jynx ruficollis",46.4,"combined: BirdLife, eBird, BirdTree"
"Jynx torquilla",34.9733333333333,"combined: BirdLife, eBird, BirdTree"
"Kakamega poliothorax",36.4,"combined: BirdLife, eBird, BirdTree"
"Kaupifalco monogrammicus",278.926666666667,"combined: BirdLife, eBird, BirdTree"
"Kempiella flavovirescens",15,"combined: BirdLife, eBird, BirdTree"
"Kempiella griseoceps",10.6,"combined: BirdLife, eBird, BirdTree"
"Kenopia striata",19.9,"combined: BirdLife, eBird, BirdTree"
"Ketupa blakistoni",3850,"combined: BirdLife, eBird, BirdTree"
"Ketupa flavipes",2315,"combined: BirdLife, eBird, BirdTree"
"Ketupa ketupu",1293,"combined: BirdLife, eBird, BirdTree"
"Ketupa zeylonensis",1105,"combined: BirdLife, eBird, BirdTree"
"Kittacincla albiventris",29.23,"combined: BirdLife, eBird, BirdTree"
"Kittacincla cebuensis",28.5,"combined: BirdLife, eBird, BirdTree"
"Kittacincla luzoniensis",24,"combined: BirdLife, eBird, BirdTree"
"Kittacincla malabarica",29.23,"combined: BirdLife, eBird, BirdTree"
"Kittacincla nigra",28.5,"combined: BirdLife, eBird, BirdTree"
"Kittacincla superciliaris",24,"combined: BirdLife, eBird, BirdTree"
"Klais guimeti",2.6,"combined: BirdLife, eBird, BirdTree"
"Kleinothraupis atropileus",22,"combined: BirdLife, eBird, BirdTree"
"Kleinothraupis auricularis",22,"combined: BirdLife, eBird, BirdTree"
"Kleinothraupis calophrys",19.315,"combined: BirdLife, eBird, BirdTree"
"Kleinothraupis parodii",21.8,"combined: BirdLife, eBird, BirdTree"
"Kleinothraupis reyi",19,"combined: BirdLife, eBird, BirdTree"
"Knipolegus aterrimus",20.2,"combined: BirdLife, eBird, BirdTree"
"Knipolegus cabanisi",17.8,"combined: BirdLife, eBird, BirdTree"
"Knipolegus cyanirostris",15.4,"combined: BirdLife, eBird, BirdTree"
"Knipolegus franciscanus",20.5,"combined: BirdLife, eBird, BirdTree"
"Knipolegus heterogyna",20.2,"combined: BirdLife, eBird, BirdTree"
"Knipolegus hudsoni",13.8,"combined: BirdLife, eBird, BirdTree"
"Knipolegus lophotes",31.8,"combined: BirdLife, eBird, BirdTree"
"Knipolegus nigerrimus",20.3,"combined: BirdLife, eBird, BirdTree"
"Knipolegus orenocensis",19,"combined: BirdLife, eBird, BirdTree"
"Knipolegus poecilocercus",14.3,"combined: BirdLife, eBird, BirdTree"
"Knipolegus poecilurus",14.6,"combined: BirdLife, eBird, BirdTree"
"Knipolegus sclateri",19,"combined: BirdLife, eBird, BirdTree"
"Knipolegus signatus",17.8,"combined: BirdLife, eBird, BirdTree"
"Knipolegus striaticeps",11,"combined: BirdLife, eBird, BirdTree"
"Kupeornis chapini",50,"combined: BirdLife, eBird, BirdTree"
"Kupeornis gilberti",64,"combined: BirdLife, eBird, BirdTree"
"Kupeornis rufocinctus",47,"combined: BirdLife, eBird, BirdTree"
"Kurochkinegramma hypogrammica",11.42,"combined: BirdLife, eBird, BirdTree"
"Kurochkinegramma hypogrammicum",11.4,"combined: BirdLife, eBird, BirdTree"
"Lacedo melanops",47.27,"combined: BirdLife, eBird, BirdTree"
"Lacedo pulchella",47.28,"combined: BirdLife, eBird, BirdTree"
"Lafresnaya lafresnayi",5.3,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta landanae",10.15,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta larvata",9.88666666666667,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta nigricollis",9.88,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta nitidula",10.7,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta rara",10.4,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta rhodopareia",9.3,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta rubricata",10.1733333333333,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta rufopicta",9.3,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta sanguinodorsalis",11.4,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta senegala",9.20666666666667,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta umbrinodorsalis",10.6,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta vinacea",9.88,"combined: BirdLife, eBird, BirdTree"
"Lagonosticta virata",9.29333333333333,"combined: BirdLife, eBird, BirdTree"
"Lagopus lagopus",566.873333333333,"combined: BirdLife, eBird, BirdTree"
"Lagopus leucura",354.98,"combined: BirdLife, eBird, BirdTree"
"Lagopus muta",535.3,"combined: BirdLife, eBird, BirdTree"
"Lalage atrovirens",33,"combined: BirdLife, eBird, BirdTree"
"Lalage aurea",32,"combined: BirdLife, eBird, BirdTree"
"Lalage conjuncta",29.275,"combined: BirdLife, eBird, BirdTree"
"Lalage fimbriata",29.3,"combined: BirdLife, eBird, BirdTree"
"Lalage leucomela",29.2666666666667,"combined: BirdLife, eBird, BirdTree"
"Lalage leucoptera",39.4,"combined: BirdLife, eBird, BirdTree"
"Lalage leucopyga",24.3,"combined: BirdLife, eBird, BirdTree"
"Lalage leucopygialis",24.3,"combined: BirdLife, eBird, BirdTree"
"Lalage maculosa",30.3,"combined: BirdLife, eBird, BirdTree"
"Lalage melanoleuca",46.8,"combined: BirdLife, eBird, BirdTree"
"Lalage melanoptera",29.395,"combined: BirdLife, eBird, BirdTree"
"Lalage melaschistos",43,"combined: BirdLife, eBird, BirdTree"
"Lalage minor",46.8,"combined: BirdLife, eBird, BirdTree"
"Lalage moesta",29.5133333333333,"combined: BirdLife, eBird, BirdTree"
"Lalage newtoni",42.9,"combined: BirdLife, eBird, BirdTree"
"Lalage nigra",28.4,"combined: BirdLife, eBird, BirdTree"
"Lalage polioptera",35.8,"combined: BirdLife, eBird, BirdTree"
"Lalage sharpei",28.62,"combined: BirdLife, eBird, BirdTree"
"Lalage sueurii",26,"combined: BirdLife, eBird, BirdTree"
"Lalage tricolor",25,"combined: BirdLife, eBird, BirdTree"
"Lalage typica",42.9,"combined: BirdLife, eBird, BirdTree"
"Lampornis amethystinus",5.2,"combined: BirdLife, eBird, BirdTree"
"Lampornis calolaemus",5.08666666666667,"combined: BirdLife, eBird, BirdTree"
"Lampornis castaneoventris",5.08666666666667,"combined: BirdLife, eBird, BirdTree"
"Lampornis cinereicauda",5.08,"combined: BirdLife, eBird, BirdTree"
"Lampornis clemenciae",7.56666666666667,"combined: BirdLife, eBird, BirdTree"
"Lampornis hemileucus",5.5,"combined: BirdLife, eBird, BirdTree"
"Lampornis sybillae",6.3,"combined: BirdLife, eBird, BirdTree"
"Lampornis viridipallens",5.32,"combined: BirdLife, eBird, BirdTree"
"Lamprolaima rhami",7.8,"combined: BirdLife, eBird, BirdTree"
"Lamprolia klinesmithi",14.675,"combined: BirdLife, eBird, BirdTree"
"Lamprolia victoriae",14.6666666666667,"combined: BirdLife, eBird, BirdTree"
"Lampropsar tanagrinus",57.3,"combined: BirdLife, eBird, BirdTree"
"Lamprospiza melanoleuca",34,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis acuticaudus",67.6,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis albicapillus",76.775,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis australis",101.066666666667,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis benguelensis",64.19,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis bicolor",104,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis caudatus",121,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis chalcurus",63,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis chalybaeus",86.18,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis chloropterus",73.1,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis corruscus",56.07,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis cupreocauda",58.01,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis elisabeth",73.1,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis fischeri",51,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis hildebrandti",55.8933333333333,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis iris",69,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis mevesii",64.1933333333333,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis nitens",85.5933333333333,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis ornatus",130,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis pulcher",67.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis purpureiceps",62.84,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis purpureus",112.88,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis purpuroptera",77.4066666666667,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis regius",53.815,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis shelleyi",45,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis splendidus",123.093333333333,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis superbus",64.9,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis unicolor",60.22,"combined: BirdLife, eBird, BirdTree"
"Lamprotornis violacior",64.19,"combined: BirdLife, eBird, BirdTree"
"Laniarius aethiopicus",49.4266666666667,"combined: BirdLife, eBird, BirdTree"
"Laniarius amboimensis",45.88,"combined: BirdLife, eBird, BirdTree"
"Laniarius atrococcineus",48.8,"combined: BirdLife, eBird, BirdTree"
"Laniarius atroflavus",43,"combined: BirdLife, eBird, BirdTree"
"Laniarius barbarus",47.1,"combined: BirdLife, eBird, BirdTree"
"Laniarius bicolor",54.2733333333333,"combined: BirdLife, eBird, BirdTree"
"Laniarius brauni",54.3,"combined: BirdLife, eBird, BirdTree"
"Laniarius erythrogaster",48.8,"combined: BirdLife, eBird, BirdTree"
"Laniarius ferrugineus",46.8,"combined: BirdLife, eBird, BirdTree"
"Laniarius fuelleborni",46.4,"combined: BirdLife, eBird, BirdTree"
"Laniarius funebris",40.4,"combined: BirdLife, eBird, BirdTree"
"Laniarius holomelas",44.9,"combined: BirdLife, eBird, BirdTree"
"Laniarius leucorhynchus",50.1266666666667,"combined: BirdLife, eBird, BirdTree"
"Laniarius luehderi",42.9,"combined: BirdLife, eBird, BirdTree"
"Laniarius major",49.4,"combined: BirdLife, eBird, BirdTree"
"Laniarius mufumbiri",41.5,"combined: BirdLife, eBird, BirdTree"
"Laniarius nigerrimus",49.42,"combined: BirdLife, eBird, BirdTree"
"Laniarius poensis",44.9,"combined: BirdLife, eBird, BirdTree"
"Laniarius ruficeps",32.68,"combined: BirdLife, eBird, BirdTree"
"Laniarius sublacteus",48.7,"combined: BirdLife, eBird, BirdTree"
"Laniarius turatii",45.88,"combined: BirdLife, eBird, BirdTree"
"Laniarius willardi",43.6,"combined: BirdLife, eBird, BirdTree"
"Laniellus albonotatus",45,"combined: BirdLife, eBird, BirdTree"
"Laniellus langbianis",45,"combined: BirdLife, eBird, BirdTree"
"Laniisoma buckleyi",47.1,"combined: BirdLife, eBird, BirdTree"
"Laniisoma elegans",47.4,"combined: BirdLife, eBird, BirdTree"
"Lanio aurantius",35,"combined: BirdLife, eBird, BirdTree"
"Lanio fulvus",24,"combined: BirdLife, eBird, BirdTree"
"Lanio leucothorax",40,"combined: BirdLife, eBird, BirdTree"
"Lanio versicolor",17,"combined: BirdLife, eBird, BirdTree"
"Laniocera hypopyrra",51,"combined: BirdLife, eBird, BirdTree"
"Laniocera rufescens",48.1,"combined: BirdLife, eBird, BirdTree"
"Lanioturdus torquatus",29,"combined: BirdLife, eBird, BirdTree"
"Lanius borealis",63.405,"combined: BirdLife, eBird, BirdTree"
"Lanius bucephalus",39.4133333333333,"combined: BirdLife, eBird, BirdTree"
"Lanius cabanisi",73.8266666666667,"combined: BirdLife, eBird, BirdTree"
"Lanius collaris",36.4266666666667,"combined: BirdLife, eBird, BirdTree"
"Lanius collurio",28.4266666666667,"combined: BirdLife, eBird, BirdTree"
"Lanius collurioides",26,"combined: BirdLife, eBird, BirdTree"
"Lanius corvinus",65.4,"combined: BirdLife, eBird, BirdTree"
"Lanius cristatus",32.1866666666667,"combined: BirdLife, eBird, BirdTree"
"Lanius dorsalis",49.9,"combined: BirdLife, eBird, BirdTree"
"Lanius excubitor",63.4066666666667,"combined: BirdLife, eBird, BirdTree"
"Lanius excubitoroides",53.7133333333333,"combined: BirdLife, eBird, BirdTree"
"Lanius giganteus",92.1,"combined: BirdLife, eBird, BirdTree"
"Lanius gubernator",23.5,"combined: BirdLife, eBird, BirdTree"
"Lanius humeralis",41.8,"combined: BirdLife, eBird, BirdTree"
"Lanius isabellinus",25.2,"combined: BirdLife, eBird, BirdTree"
"Lanius ludovicianus",51.5933333333333,"combined: BirdLife, eBird, BirdTree"
"Lanius mackinnoni",34.2866666666667,"combined: BirdLife, eBird, BirdTree"
"Lanius marwitzi",36.4,"combined: BirdLife, eBird, BirdTree"
"Lanius melanoleucus",82.2,"combined: BirdLife, eBird, BirdTree"
"Lanius meridionalis",60.42,"combined: BirdLife, eBird, BirdTree"
"Lanius minor",46.4933333333333,"combined: BirdLife, eBird, BirdTree"
"Lanius newtoni",22.4,"combined: BirdLife, eBird, BirdTree"
"Lanius nubicus",19.7,"combined: BirdLife, eBird, BirdTree"
"Lanius phoenicuroides",28,"combined: BirdLife, eBird, BirdTree"
"Lanius schach",51.5066666666667,"combined: BirdLife, eBird, BirdTree"
"Lanius senator",35.98,"combined: BirdLife, eBird, BirdTree"
"Lanius somalicus",45.3,"combined: BirdLife, eBird, BirdTree"
"Lanius souzae",26.3,"combined: BirdLife, eBird, BirdTree"
"Lanius sphenocercus",92.1,"combined: BirdLife, eBird, BirdTree"
"Lanius tephronotus",46.3666666666667,"combined: BirdLife, eBird, BirdTree"
"Lanius tigrinus",30.1266666666667,"combined: BirdLife, eBird, BirdTree"
"Lanius validirostris",37.5,"combined: BirdLife, eBird, BirdTree"
"Lanius vittatus",20.8,"combined: BirdLife, eBird, BirdTree"
"Larosterna inca",219,"combined: BirdLife, eBird, BirdTree"
"Larus argentatus",1090.99333333333,"combined: BirdLife, eBird, BirdTree"
"Larus armenicus",866.993333333333,"combined: BirdLife, eBird, BirdTree"
"Larus atlanticus",842.38,"combined: BirdLife, eBird, BirdTree"
"Larus atricilla",307.41,"combined: BirdLife, eBird, BirdTree"
"Larus audouinii",534.99,"combined: BirdLife, eBird, BirdTree"
"Larus belcheri",638.606666666667,"combined: BirdLife, eBird, BirdTree"
"Larus brachyrhynchus",412.5,"combined: BirdLife, eBird, BirdTree"
"Larus brunnicephalus",569.29,"combined: BirdLife, eBird, BirdTree"
"Larus bulleri",230.16,"combined: BirdLife, eBird, BirdTree"
"Larus cachinnans",1111.89333333333,"combined: BirdLife, eBird, BirdTree"
"Larus californicus",683.393333333333,"combined: BirdLife, eBird, BirdTree"
"Larus canus",412.52,"combined: BirdLife, eBird, BirdTree"
"Larus cirrocephalus",374.69,"combined: BirdLife, eBird, BirdTree"
"Larus crassirostris",561,"combined: BirdLife, eBird, BirdTree"
"Larus delawarensis",516.306666666667,"combined: BirdLife, eBird, BirdTree"
"Larus dominicanus",952.42,"combined: BirdLife, eBird, BirdTree"
"Larus fuliginosus",380,"combined: BirdLife, eBird, BirdTree"
"Larus fuscus",762.373333333333,"combined: BirdLife, eBird, BirdTree"
"Larus genei",281,"combined: BirdLife, eBird, BirdTree"
"Larus glaucescens",1056.52666666667,"combined: BirdLife, eBird, BirdTree"
"Larus glaucoides",693.306666666667,"combined: BirdLife, eBird, BirdTree"
"Larus hartlaubii",292,"combined: BirdLife, eBird, BirdTree"
"Larus heermanni",499.993333333333,"combined: BirdLife, eBird, BirdTree"
"Larus hemprichii",451.66,"combined: BirdLife, eBird, BirdTree"
"Larus hyperboreus",1529.02666666667,"combined: BirdLife, eBird, BirdTree"
"Larus ichthyaetus",1378.84,"combined: BirdLife, eBird, BirdTree"
"Larus leucophthalmus",328.89,"combined: BirdLife, eBird, BirdTree"
"Larus livens",1322,"combined: BirdLife, eBird, BirdTree"
"Larus maculipennis",339,"combined: BirdLife, eBird, BirdTree"
"Larus marinus",1649.70666666667,"combined: BirdLife, eBird, BirdTree"
"Larus melanocephalus",256,"combined: BirdLife, eBird, BirdTree"
"Larus michahellis",1111.89333333333,"combined: BirdLife, eBird, BirdTree"
"Larus minutus",118,"combined: BirdLife, eBird, BirdTree"
"Larus modestus",344,"combined: BirdLife, eBird, BirdTree"
"Larus novaehollandiae",268.99,"combined: BirdLife, eBird, BirdTree"
"Larus occidentalis",922.786666666667,"combined: BirdLife, eBird, BirdTree"
"Larus pacificus",1292.02,"combined: BirdLife, eBird, BirdTree"
"Larus philadelphia",210.71,"combined: BirdLife, eBird, BirdTree"
"Larus pipixcan",280,"combined: BirdLife, eBird, BirdTree"
"Larus relictus",490.2,"combined: BirdLife, eBird, BirdTree"
"Larus ridibundus",284,"combined: BirdLife, eBird, BirdTree"
"Larus saundersi",198,"combined: BirdLife, eBird, BirdTree"
"Larus schistisagus",1323,"combined: BirdLife, eBird, BirdTree"
"Larus scopulinus",258,"combined: BirdLife, eBird, BirdTree"
"Larus scoresbii",523.5,"combined: BirdLife, eBird, BirdTree"
"Larus serranus",478,"combined: BirdLife, eBird, BirdTree"
"Larus smithsonianus",1090.99,"combined: BirdLife, eBird, BirdTree"
"Larus thayeri",942.48,"combined: BirdLife, eBird, BirdTree"
"Larvivora akahige",17,"combined: BirdLife, eBird, BirdTree"
"Larvivora brunnea",17.5,"combined: BirdLife, eBird, BirdTree"
"Larvivora cyane",14.8,"combined: BirdLife, eBird, BirdTree"
"Larvivora komadori",23.9,"combined: BirdLife, eBird, BirdTree"
"Larvivora namiyei",23.9,"combined: BirdLife, eBird, BirdTree"
"Larvivora ruficeps",18,"combined: BirdLife, eBird, BirdTree"
"Larvivora sibilans",16.7,"combined: BirdLife, eBird, BirdTree"
"Larvivora tanensis",17,"combined: BirdLife, eBird, BirdTree"
"Laterallus albigularis",47.2933333333333,"combined: BirdLife, eBird, BirdTree"
"Laterallus exilis",33.52,"combined: BirdLife, eBird, BirdTree"
"Laterallus flaviventer",24.92,"combined: BirdLife, eBird, BirdTree"
