"AOU","fLU_ab","fLU_pr","fLU_tas","Diet.5Cat","IUCN_status","tail","ORDER","Family","Genus","Species","English_Common_Name","ScientificName","BirdTreeName","comments","newBT","kipps","HWI","Avibase.ID","gbif_dwnld_date","gbif_TaxonKey","maxrecords_in_gbif","maxrecords_PRESENT_only","comments_gbif","gbif_dwnld_type","cleaned_records","bio1","bio12"
7460,0.116831683,0.900029061,0.182941904,"Invertebrate","LC","LT","Passeriformes","Remizidae","Auriparus","flaviceps","Verdin","Auriparus flaviceps","Auriparus flaviceps","","Auriparus_flaviceps",7.55714285714286,14.3828808001468,"AVIBASE-A5EFA84D","9/26/2022",2487397,639247,639197,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487397&occurrence_status=present","manual",275872,17.6369822485207,425.202538531278
7480,-0.250847458,-0.429160463,-0.436397156,"Invertebrate","LC","UT","Passeriformes","Regulidae","Regulus","satrapa","Golden-crowned Kinglet","Regulus satrapa","Regulus satrapa","","Regulus_satrapa",13.375,23.559215769619,"AVIBASE-154BCCAE","10/3/2022",2484591,2221810,2221460,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484591&occurrence_status=present","manual",1125761,9.17006172839507,1548.78974499704
7490,-0.054127742,-0.00016247,0.363663664,"Invertebrate","LC","UT","Passeriformes","Regulidae","Regulus","calendula","Ruby-crowned Kinglet","Regulus calendula","Regulus calendula","","Regulus_calendula",12.625,21.990603675985,"AVIBASE-B60B1166","9/30/2022",2484597,4711435,4711151,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2484597&occurrence_status=present","manual",2102647,8.48005464480877,1296.33176381326
7510,-0.162689102,-0.175097261,0.671864227,"Invertebrate","LC","UT","Passeriformes","Polioptilidae","Polioptila","caerulea","Blue-gray Gnatcatcher","Polioptila caerulea","Polioptila caerulea","","Polioptila_caerulea",9.62857142857143,19.0756027077469,"AVIBASE-A15C5071","9/29/2022",2487596,3467961,3467794,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487596&occurrence_status=present","manual",1706983,13.6581699346405,1103.48325084657
7520,1,0.955257271,0.593705293,"Invertebrate","LC","LT","Passeriformes","Polioptilidae","Polioptila","melanura","Black-tailed Gnatcatcher","Polioptila melanura","Polioptila melanura","","Polioptila_melanura",5.675,11.8783244680851,"AVIBASE-C05CE29C","9/30/2022",2487586,183770,183704,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2487586&occurrence_status=present","manual",159084,17.0845029239766,327.214572221037
7540,1,-0.561507937,0.102150538,"Omnivore","LC","LT","Passeriformes","Turdidae","Myadestes","townsendi","Townsend's Solitaire","Myadestes townsendi","Myadestes townsendi","","Myadestes_townsendi",34.325,29.8750586263998,"AVIBASE-5459228D","9/28/2022",2490849,351648,351548,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490849&occurrence_status=present","manual",154654,7.81040462427751,1049.20759626955
7550,-0.047894561,-0.748681716,0.622928977,"Invertebrate","LC","UT","Passeriformes","Turdidae","Hylocichla","mustelina","Wood Thrush","Hylocichla mustelina","Hylocichla mustelina","","Hylocichla_mustelina",28.975,26.8352705783095,"AVIBASE-8E1D9327","9/28/2022",2490872,1441728,1441663,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490872&occurrence_status=present","manual",882772,14.2782142857143,1576.51795886076
7560,-0.387653972,-0.226902312,-0.20615192,"Omnivore","LC","UT","Passeriformes","Turdidae","Catharus","fuscescens","Veery","Catharus fuscescens","Catharus fuscescens","","Catharus_fuscescens",27.6727272727273,28.4710405565357,"AVIBASE-0B8F4EE6","9/26/2022",2490804,930848,930794,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490804&occurrence_status=present","manual",442001,12.4422077922078,1125.00111843567
7580,-0.04512536,-0.107002444,-0.521494486,"Invertebrate","LC","UT","Passeriformes","Turdidae","Catharus","ustulatus","Swainson's Thrush","Catharus ustulatus","Catharus ustulatus","","Catharus_ustulatus",31.1285714285714,31.8355834560111,"AVIBASE-B066CD21","9/26/2022",2490821,1576102,1575778,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490821&occurrence_status=present","manual",575076,9.631038961039,1817.75360382218
7590,-0.026293986,-0.093666558,0.128948262,"Invertebrate","LC","UT","Passeriformes","Turdidae","Catharus","guttatus","Hermit Thrush","Catharus guttatus","Catharus guttatus","","Catharus_guttatus",23.975,26.8943002437525,"AVIBASE-B01E8BD4","9/26/2022",2490810,2196317,2196023,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490810&occurrence_status=present","manual",1071639,8.30454545454546,1410.53214301518
7610,0.05796551,-0.442725933,0.420830242,"Omnivore","LC","LT","Passeriformes","Turdidae","Turdus","migratorius","American Robin","Turdus migratorius","Turdus migratorius","","Turdus_migratorius",36.8615384615385,28.9986474075901,"AVIBASE-7738F2BC","10/1/2022",9510564,18211466,18211231,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=9510564&occurrence_status=present","manual",7797442,6.97969543147212,1536.81169011443
7630,0.64785553,0.013819347,0.329299914,"FruiNect","LC","LT","Passeriformes","Turdidae","Ixoreus","naevius","Varied Thrush","Ixoreus naevius","Zoothera naevia","","Zoothera_naevia",40.325,33.4020216972422,"AVIBASE-58312873","9/28/2022",2490926,474238,474182,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490926&occurrence_status=present","manual",38404,6.8380258899677,1476.30261587884
7660,0.079005752,-0.50310678,0.686303886,"Invertebrate","LC","LT","Passeriformes","Turdidae","Sialia","sialis","Eastern Bluebird","Sialia sialis","Sialia sialis","","Sialia_sialis",31.375,32.7698028673835,"AVIBASE-A8347C7D","9/30/2022",2490941,4893981,4893906,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490941&occurrence_status=present","manual",2450264,12.6397435897437,1188.51591910168
7670,-1,0.473077556,-0.458244111,"Invertebrate","LC","UT","Passeriformes","Turdidae","Sialia","mexicana","Western Bluebird","Sialia mexicana","Sialia mexicana","","Sialia_mexicana",39.25,37.2390962597273,"AVIBASE-AC2B812A","9/30/2022",2490936,1018548,1018446,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490936&occurrence_status=present","manual",984741,10.8047540983607,1022.85616924246
7680,0.398072646,-0.041816744,0.427693303,"Invertebrate","LC","LT","Passeriformes","Turdidae","Sialia","currucoides","Mountain Bluebird","Sialia currucoides","Sialia currucoides","","Sialia_currucoides",41.05,36.6019107657301,"AVIBASE-97B870B4","9/30/2022",2490935,380949,380825,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2490935&occurrence_status=present","manual",342173,9.41607142857146,872.298550724638
22860,-1,0.560070228,0.048951049,"PlantSeed","LC","UT","Columbiformes","Columbidae","Streptopelia","decaocto","Eurasian Collared-Dove","Streptopelia decaocto","Streptopelia decaocto","","Streptopelia_decaocto",62.7,36.0628748429128,"AVIBASE-0C1EFC9B","10/3/2022",2495696,5431814,5415476,"https://www.gbif.org/occurrence/download?has_coordinate=true&has_geospatial_issue=false&taxon_key=2495696&occurrence_status=present","manual",2518139,12.5692634560907,1265.33488963614
